-9235357474596.818,-244759564165306.0,93356461539080.5,-169902429135339.44,105126527756163.0,-49575585914498.02,-80229165709229.95,-91403357381876.83,7982644307686.867,-212987357376382.25,33704597081218.797,-95907471193694.3,-265458979023746.56
-12942854991086.145,-213373634286218.84,-264861851360726.8,-226090710191797.47,-91866990331665.31,-143806340839186.0,-148638410352157.2,-82392500364444.1,-246178021639996.78,-234624809417613.3,234924568104630.66,138093168984972.92,-9600849117603.875
-152389668965581.8,177724543001482.4,113127783484971.19,116439772001248.94,93419187274083.44,204927700793669.44,196093156894941.22,-8433092710038.125,24109010689065.664,198661497395153.03,-149176253748370.38,239686318788259.03,-68146517019014.5
-34973428896635.54,-143767546919199.53,89276185141958.73,-141616080041569.7,229817904436482.56,132769924605527.92,212060462370937.16,-20623297770676.543,-170253383006515.62,-122134281238096.81,204628865431777.34,120162053335836.05,60497745586788.125
18755187938876.703,-77804355893279.05,10672133450925.502,202315856037830.25,249272822449388.62,253768585901268.7,224444585570219.6,-32763471011999.984,-86938609154281.95,70833985240062.53,1278761990328.3025,107505255086172.42,-199253243691069.06
-195145167484497.25,213440573297491.25,210039538320326.5,-233476629328623.7,67396836938816.19,-175547114564312.2,-179106404185514.2,91610158695867.83,-186387671528423.88,-50131225154797.14,-199443852178748.2,-86138742462638.69,22425548974676.812
-139175352859356.47,-235885862679148.9,-214749112592964.62,128513554942897.0,-1125530685151.9375,-177373828942266.8,182297728271665.22,-148630826513808.5,-255956062877481.5,-248029983651743.03,186223367463763.66,185211562774568.4,8424468676131.9375
-273164775287948.9,258293451721770.8,252050871866480.62,-176844461383752.25,-61446121690797.31,264698361358563.97,-202007432119518.97,277106153857115.78,-207959264889060.16,49935301462499.87,-171306050436747.28,198145472050170.44,-38941884661740.19
-4998022769325.675,181347161469525.6,-41804113215283.86,-9379087364006.05,159449221403372.0,-82366700563338.78,-239691504616039.44,88667397764139.52,-72085421909295.4,107676027178256.38,84251850077605.11,5520113664749.525,-267312354012806.2
268622885962765.7,-240211997241465.56,-69107165190153.84,86400329543283.0,-118366262619477.0,-220574215946070.44,-230786730771519.03,-76972641098708.02,-271680705873131.16,44021883038335.27,-7142606521776.348,-195692129434752.72,-3201299551211.9375
-17299643221176.758,51968920838829.5,152043139086254.5,274003528182551.88,231220678083397.44,-41210128886939.46,67606329503431.625,-100668711383092.4,-4038601962727.625,132459310578749.1,104473333528984.7,154153037657431.12,-254033641992741.38
238791644367509.88,101311622090642.89,253538716507182.3,-260712647998621.56,-234895184365687.7,-227861993565299.78,189694422142892.3,60670297271503.59,-89357940873125.1,-206092991706144.06,-93250930467190.77,31505924923283.477,-38893550036283.25
1361526647654.0576,-261103726936293.78,-85330043455944.75,-181094853478699.06,-158956804016100.2,29434676209477.26,-279301213916626.06,201245729144818.94,-56354480636783.43,-62922112618625.75,-134646268160351.2,-81783848970742.75,-157131719445034.3
-71780001100279.72,90581941294055.62,-246076519293510.75,-238802077422929.7,267063158216020.2,-258636832546643.5,-101341562963399.17,-80444009749810.64,-243607824558650.62,-145126219482981.25,92025979107441.5,-128826978007136.42,-102712778594305.31
-60963047252175.7,172968613546914.47,-119631253943739.25,140354300558664.12,-258859519356541.12,-139246928889762.48,-6808282213611.97,141538655711548.0,71793528192126.25,158529393005872.4,93679336744301.73,26746152551767.516,-8136987667834.5625
237616034990740.72,-235281812996638.1,-65755260016695.31,27399259359628.46,38922328745717.625,241721517100008.72,48257965830459.336,179577576712722.94,238756116378359.0,253814662610434.12,-136859951874206.88,-257517021004254.72,199123100887983.75
182726174493508.2,48902519809345.125,232355859770065.4,263340546799543.7,-132197397577338.06,-71254841313092.53,248354411106824.62,-23866735053746.13,-259328194787267.12,-246368909299980.34,-269057209975875.38,42154702886767.28,242998500947369.7
47456789298280.836,-251275832778577.56,72333912858167.36,-150925682892941.28,-9289265949835.812,-208181558169340.75,70839714619102.38,-235546831980704.03,-180437985267679.06,-196224417651855.75,102534314760351.92,-151477389500502.5,208644949673066.8
221854396877512.12,192001150598767.97,134531195967573.39,-57841206386689.73,-54431589738948.25,125534247105848.88,46810765673496.85,69332326467512.695,217208361680893.28,184258942418426.1,-151475838051601.3,9469098234180.662,-86703877790688.38
-84683359516646.84,89855506625096.25,37208784359506.836,-12050011831339.562,-67949129047836.31,-110445551987714.62,46188502344551.86,-249128396560366.06,-229044783350085.0,20388791888194.688,228042721694457.9,-225118370161003.2,15842185961279.75
-98982133081462.9,-206841207280799.6,-38822693328354.85,-265689639338355.12,-259463261037694.12,-86913393973370.2,-129918699663247.06,193271515271939.88,-169687082506326.78,263068407433482.7,170134056608215.4,-263448586453116.06,-159111248364997.44
109386340059012.6,161660430773249.97,-41982065281522.04,-125588182339348.45,104511309184799.75,201240506099289.25,269493551977067.84,-105630331863521.62,277471706562912.2,-183358682961187.5,-182039371297238.44,-209195317693497.06,-86328836981220.5
-51102952510320.48,119225708410355.34,201250746059554.47,-206165102565750.75,-107167843184800.25,-242669862660821.8,-280741615283211.88,-6160286060487.57,192418344821690.53,56907460420932.3,231349957941683.38,114343859792561.56,50136341902414.06
-111296590736487.08,-149782393241403.34,-40052662678088.07,-134658136638078.38,-29823109218444.312,-120196443823306.97,133039833131927.25,223930165503316.6,-110940610826627.92,276928602654803.94,20584761068647.914,191604343542652.06,19371140079162.75
-279420840435372.2,36831527112606.414,33888053989171.168,74536879386786.06,-49704861739604.5,256198441691214.97,75900892608698.1,-60679304666694.664,-120257942656631.06,67845969643793.9,-232846656576077.78,-35173156639898.17,-166196977330433.56
76053758618102.3,48758062293516.86,-210685162291962.28,-205108606650779.88,150728263709327.88,133515777283632.55,-45995454536802.86,91971371669586.23,64664122094429.12,154450051454259.66,152550153797344.44,-259898135219385.38,-79797043790651.81
-166498746670090.62,248292964414676.7,275957744684435.6,183027314414232.44,218617752855425.44,156024454227716.44,-125411105559817.75,-160721695050111.16,-21361756834001.64,262981286961238.16,-250405016754254.62,-159781025273182.2,212759545183417.38
-110559182826750.31,-216188216276218.38,20422209812509.227,-113936914975459.62,-165441249464297.5,188802294553142.12,88250136880802.48,-201970442072459.84,136921852541074.52,280306850963628.16,-72150358908771.72,280406802972130.0,196935644644416.5
-191404326133838.16,-238364944523911.06,193923943508875.4,-66491139622914.0,90413026109749.31,151496395745602.0,-220073096834643.4,82639924715069.89,145603692637303.38,-255146527542879.84,-51813768216518.836,-218796217426484.84,252711496221798.75
82033220163127.83,99360822312482.02,-29603468923508.594,102109999149697.31,255404867828447.62,66557053494996.766,215714885033740.7,-104746796673262.08,-18293457120606.17,169348892491631.28,160724975052950.3,24648641527790.754,-180178128563561.2
-166848918170553.3,29155044884574.906,-279047463490193.12,-225719224013784.0,-79303656711948.0,66561305087074.086,217224219329334.03,94138825668800.38,-251735341061021.5,25047325015891.625,13681725236182.795,217843545208183.6,-51953091947847.31
-251491033951169.75,-139251550885525.9,226422060273816.06,-12959403148900.125,88760894417591.75,-18018943034652.0,-269864883914706.44,159204623187171.22,-46980046084418.52,-64685023573156.875,232144529490373.47,-175348750082699.84,158401495337002.88
