88786577664055.28,22105718323989.746,85696678480121.05,37434392080678.36,192245650961328.28,-186734127825345.5,69751118457505.914,13756435898389.402,196776412819959.4,190453612283010.47,218733539990535.84,-53005012842790.77,-189173589623366.5,55770453044160.02,228880878485190.3,-33875208460440.08,60359676764242.26
-155379172367874.3,275460454141391.53,-245398082474405.94,-62204150762074.91,214866132709169.78,-131574364209534.73,-231583931347777.84,105214053762188.23,233051073256205.34,9889081209988.354,25124126854904.156,186428310461140.4,-235039363457720.78,-217394696295870.72,247634475250015.0,69605652929805.48,-255704656456816.72
61109917337557.71,-111339264407354.77,217712481283832.34,195666216478184.97,-152007438289535.2,56376900668233.63,-32640909616104.305,-7228876361116.343,17826887801488.754,43323668812200.59,-233205523278340.1,-214563733983264.62,259289948657763.78,-126076295218774.36,85001843869171.22,-66469534836079.02,-220436508536417.62
-270733703343369.56,-139632918624031.72,-113983459002089.6,27917191989973.7,-119058863461683.05,253751105045017.62,-134119096113182.52,216094227826581.84,259314522000326.2,-120793407508602.77,-274223985030510.94,-37191383231360.35,278418020020736.25,242761458372257.16,-74161340201113.53,-140564700552301.2,-251407510177393.2
-184677631240239.56,199268126078190.5,-277313557242093.94,24402396172759.98,-47201873312867.8,-144920058602510.06,139747782439517.14,-34741156900967.78,-212716356998662.03,-9747320951012.01,-33391452249544.59,-204769575994246.78,35945166940470.83,186966847206815.7,-9754754711778.553,-161320956687611.88,268841414283829.7
-90176023513308.95,108213672394528.7,-152049525294745.94,-221492559754427.28,-254497356218182.16,235839014950087.47,-83048148556642.22,159512810347896.34,12293992142290.07,-228005550856626.62,131100110646799.62,-24637204635343.055,180782290895015.47,98597273548929.31,254440245955373.62,33918501247443.027,77893096767627.42
90253311103645.77,196602041961658.56,249775103132040.47,-170717178137374.44,-149112542124534.66,136752143722749.81,-53126337174550.26,-159791016986338.22,48419252136362.79,-1709979036859.7397,82298698852680.23,128030441484278.03,65879968935798.93,71932271848257.45,-234182481495390.62,-230559505645495.38,90446642881811.16
-261312045057611.03,69425035071043.234,3582307374318.5674,-129845295159127.7,-110032380701298.0,54752789376308.91,223538284879117.97,-41964703311896.914,-48287268285217.72,162710950875351.3,75454273267435.03,92819411156813.89,221987640857324.9,77084330560144.23,136991898565380.36,-48020747560854.484,-176020292228463.2
-271922216560356.16,54300428006285.3,-86430942955619.31,55096140006799.695,117360743251508.94,-28498223202185.06,112945720978864.81,232108329125784.12,267945323203602.88,80291803635317.52,-217485993493299.25,-96699945070253.23,-35902682760482.984,-276993869552826.72,-195425380379749.78,92900744582294.62,-229560059373902.0
-234633859412023.34,108605802582320.17,209682996412870.16,234792679746673.72,-26846742431254.906,-150914619906710.3,-9146188575502.21,104524926442288.67,-271065239231880.72,39919444551228.64,-31551142400107.28,-21582955146488.215,178686442091297.34,204701492156209.5,173723510976410.34,150520994568813.16,143492235981626.4
-73551738762454.48,-178157630105893.6,-247465731883431.47,97729231174511.53,27168163703549.15,190235437469740.66,-48583434739898.18,150756956778232.38,48769452432187.17,162346175337055.94,77011052361884.45,254978381765071.1,230486189937621.12,258423698943527.7,181391216277309.03,229832414393171.8,237508945653721.0
119617111432077.5,22920285654499.332,-213126035132922.25,30408992153596.223,-263240675886467.53,-180962332341253.0,-162051818245939.53,-4482309577465.19,72685721604248.9,211573143569366.62,65931838719879.43,-4105686083854.397,-139453702483942.73,-120812551566723.19,-24982851766615.098,-112085559921273.95,194760135387584.06
215753109496458.0,-221121145538666.7,250678770334258.1,-4227456735157.952,-59976863696107.22,12816463766755.28,191970242939134.66,143938080867642.75,246031883337118.62,-67295450184822.9,269617478719017.34,-280270756599556.88,44461762930631.4,106096487922154.28,207977390470097.28,48858155043458.34,31926980191064.734
-253736327484094.47,160971058355497.8,-100571504522871.42,-215257618143549.97,-249899411887803.12,80704355590437.36,259556578895656.1,113991878962177.12,168698278492874.56,187248908944968.9,-22568810326306.023,131901799524077.2,102429535216616.66,-204216858045232.6,-48436979340189.53,94918915574068.52,160000133924730.53
177300219585301.88,126805810402635.3,-91590112272790.0,165468131919565.78,46375169393006.82,188460512042409.44,49164410156704.82,-140817169669536.62,66257112070314.91,-39278977919763.445,-190357446497536.47,137810271182618.16,229673013477092.75,-186935587092412.28,274671331019554.44,73616293434251.69,-191560106809620.75
65615767960538.06,4803300259173.479,-8020966887640.802,40567939195663.414,-81335950391026.56,102247657222780.88,-29891323318032.855,260211503234274.97,205926369125159.62,-191093279904724.62,196852044351877.94,7558836612548.638,-111643129235653.5,250839716185092.94,113594075538712.3,243427592912959.88,-151201178831814.53
46269084295067.8,-135987508688575.64,-143466469378442.94,49217831859124.94,-224445397627317.62,243751375047693.53,2373200702035.945,576010419992.4688,-147525700004557.47,-270921718182817.72,-279956063024255.16,25716902945167.508,-249359339300015.56,-110592472954746.34,238696150629478.78,-29926026731725.62,105561641361186.69
-227713751246420.44,105775826220504.03,-221971259229623.88,94918050988519.12,-258224372755852.53,255667781489222.84,119784415246953.89,175015104172117.9,110474603988968.42,248737114612815.78,272542768427842.47,202093623184082.9,-122367844058424.56,48032736886984.12,-193048846118479.84,-47823731715787.41,-281264540602110.62
34307964660239.613,214362063755889.8,36364413367082.38,-66535369380069.21,-263175203981967.25,120707047241416.78,-43756778494644.21,-268837482806968.5,174997014875762.3,-103283344320197.3,-279488954540211.28,-161800375850238.97,266659340743407.2,-191344846386684.7,126547014437067.88,-200597989542116.16,149836737530049.72
189750690366058.6,-187196098295448.6,-266535828081026.8,-274765893846917.03,257475884490886.66,44586309866997.61,88326020684862.03,221297869762181.47,77525948940397.05,-250435136145046.5,167628364871.89545,110438902992204.02,-171308990517062.03,-169988209516219.34,-62837094751050.266,-99115362730097.52,-263235987493948.9
-92597280814940.48,-176954722759118.3,-93798015866313.58,147671226004697.78,-199384984846258.6,-63610745639811.49,171888744683978.1,-250528675944055.4,-88154930796911.7,159303976020053.38,-98862219302330.3,-239134270441392.28,7125884731492.154,225337958371151.47,-33225410559329.64,27892208455913.04,-11014937814892.76
101871640965839.05,148129612736383.28,-280769360531760.9,133662224154254.36,31603533374540.83,-179047081588377.84,129550602800118.39,-241387836836040.03,49846176944973.92,-139497018873746.42,-136821873081724.44,-182159664224119.88,139747935439866.16,-32751926881452.113,47537237268539.305,128791828828412.53,-50497654409354.36
25747977624636.203,130213628250033.14,-195612561468794.0,-221123267094639.38,-173939396098290.72,-66801780307368.836,127513168957459.17,14130729563201.238,-165831893591380.9,-242731550021880.0,-37343857225951.65,173278166056985.16,-269572595185590.8,-133757334788445.75,59675595728165.73,101678818311034.67,121295042406847.47
-210610559068243.16,-13565362402137.836,124086712663999.08,238332893710712.47,-87898588471597.62,101959224088897.44,55965504198143.484,91372473540502.5,28826936175114.57,102995756594726.38,247829738871714.28,-170976712319981.88,-72174897832641.92,167138215038355.5,-85602673844985.86,143256401834955.4,-31904629094732.863
-95403681101776.12,-15600896686169.11,-135339561398554.66,251456318388294.1,53239057023713.12,-187959762787752.44,-127875582878873.73,201832082607214.25,213344486772233.47,-85811230585798.78,-274453412712880.62,-151495778542301.22,50364090527002.766,123099524969197.11,53468564447635.08,-104711576529952.7,134720677338320.2
-268667390341778.7,-45128800509575.39,100824866503037.81,48730697280748.84,150381269264757.9,-123008764764580.75,223317001166453.9,150080606841307.56,-38503653984480.46,196373192563390.97,40231552554837.1,-207227992082797.1,172517940146608.03,48550494021323.7,228776650988534.34,142793962897033.66,24109805752769.65
118638610447820.14,-156921967228720.97,-204065593597672.66,-111669764594793.33,57730654782045.195,58805757097839.73,-3116009092917.0845,225573116786738.16,-138155710897801.48,69569578608299.52,22409361502681.94,-164677059720389.53,17281366396692.633,-99618459267699.8,97698714504003.47,-258746615205853.12,-246881442600464.53
3852553010026.7656,-57128763103998.18,-79965939265657.22,97507781581153.81,-107259210460033.83,250780041263116.94,210926727688399.03,15220625054161.44,-203964760786040.56,238652307762663.28,-41248763750500.32,233783302760311.06,155935588832613.4,64426835107686.32,-60676792291458.98,-221397492402721.2,263598222914242.22
