274259349727234.94,-231088187085111.8
86233454489070.31,75872705994731.19
-94686473884871.75,40957080384397.75
-194415151393305.62,-276885784500431.62
-75794591488707.38,76647131493280.06
-121216423984899.62,-120993901161720.44
264871930120527.94,-181381381114646.5
-251367764577017.2,168864226193822.25
38770056656201.94,14865298870072.562
-208687691603537.38,-50347053809020.94
-251979111546681.38,102250021810130.75
267536788310083.06,273534503724352.94
-32768275574503.625,-259431144861498.88
178578676271756.25,-196552694853619.3
280856464026744.5,187435209523847.5
244158533304831.88,268215566616190.12
-127981719549806.69,98335259593983.56
272081941515858.3,5531770621219.0625
221255550536793.94,256429472737066.38
-1893169070249.0625,-174619679603776.88
-176642788727465.2,-73233523525477.5
-202233210788427.2,258786215268012.0
236352979796135.38,243398676280292.3
17481177031423.5,-39621945928262.31
-14818398182895.812,-126423102773475.38
-157013292708130.2,-74695474249300.25
-270686099943600.12,-100797004080404.69
-22622609089317.125,-24840247600409.188
-227988135382433.12,-132272614451946.88
162688936674308.8,-163631757161249.56
-74050344571137.31,-179990681717019.06
-209378925577302.5,126794264740160.94
173286115967133.88,-105640465990680.19
275819926134468.62,-49845220987220.44
117094449359098.38,103677098490433.0
-36203785804220.625,268191882921262.7
62794369737044.125,46677229498870.5
-188419446216853.44,-216125865273947.38
-118298806522609.25,220534359629962.44
163756132834295.62,123973189017599.62
108624523753450.88,-258057327680401.94
-107641488772544.81,-115835508668657.75
-97973575301732.5,255231345790965.12
31299119139810.438,-273217308203618.38
64797355327420.19,1200523245934.75
277714805195262.7,-46230835410940.69
113224432516251.5,-72098268134543.12
72187079827153.12,-133586810705548.12
207099418990685.56,-99247759185983.12
-174298906284130.06,268266061565336.8
129145068058048.38,279889358575034.44
110449143228647.88,94118123433185.69
17508825127037.875,-253757033329609.0
174807039902266.56,-109527984903036.38
-61370384025717.125,207531901861792.88
-169897559263275.62,38137286741199.125
214251092571114.56,4753038557680.4375
-235019587931911.62,-118579751470382.31
-231557652632476.88,-43714572827931.375
-173604319498711.2,172723183459353.12
-228904097777123.8,251340950195900.56
221184006645642.0,206564980611147.06
-14416151522250.25,147118777221014.56
109320409577457.75,-223498334317443.3
-75262049798396.56,248458887770496.12
34188196204750.875,138601214559687.62
-196029001191500.94,274155417761817.12
-251508514921592.2,64898510504667.56
-209383182073791.75,-269098464979279.62
11125741781128.812,242014470432092.44
82729996090650.75,-259229924467746.88
249269892096787.44,-220296262760711.94
243683860271514.56,-194092723002253.38
122404270188551.5,92826729544821.25
-243445057805327.7,99994701040366.19
34528371000044.5,160244949716107.94
243171549151006.7,-261608331325311.0
-203191032751592.5,-124899188902660.38
75441175899969.0,-97478962348148.31
148205032786265.62,74527303629351.94
205966922486684.12,2447134304619.75
-264995059585666.7,118152259133710.56
156715387202327.7,-49926789989069.94
-129151020875171.06,-209307109811031.38
272336030998094.44,-247764287015237.5
-45215889440648.94,-124866138132746.94
-120873728985818.5,60836767386434.5
208636374096977.75,-134615717594256.44
-196619522138218.7,87140628120837.12
-44292466814604.125,225750942786773.0
54991487319501.375,-274114300797517.38
-140153071024827.0,25271228812470.25
-206944499010958.12,-24651801851804.0
174271516184044.44,1963023746361.625
15343400281874.875,-265875397040153.2
60929310129790.75,27952412438.9375
73527710940422.62,-79340901823414.88
-212592836488997.38,65334038683768.375
-194635083291351.94,-114564474564797.5
-191618580942276.7,-123732492523884.06
