-231403417072563.38,-229612811819812.44,23147964461134.312,-236813671843235.3,-167653269750847.25,233565985901319.62,-135713561717575.69,-235098704001438.0,-179726109364468.62,59673589367493.75,130889294975711.31
118302048301883.94,218399000571753.06,-70647471179059.06,-33016247182055.5,-188923337921058.44,-105876689614774.81,110316023151953.12,-188575151027858.56,-155808850978602.06,118417226067214.31,-272854239125130.56
220769364866466.3,-238715100539785.3,-98193795633260.12,-249557665986528.0,53779884857985.875,-21127210926399.188,-59675159000599.25,-26280736688724.125,-213209641407629.2,29136736207371.938,-26265067291111.25
-75396646783184.81,-136555180857146.62,62778869533627.31,123696676483944.06,-65302592501026.69,158248099755343.56,123917747836818.62,235171389819751.5,247815900873242.94,-28521515570968.375,-199045094898999.56
48258466600858.5,39008721987698.375,142079320656962.06,-199823099335132.8,59076842714543.81,201050982214487.0,-137182825265601.56,260911940064821.44,89025061159858.0,188377533060716.3,96030922783748.25
-182009073048501.25,-73786646550319.12,101176716850316.62,-222144354638954.06,-174212332749192.06,-156409480350259.0,-97418613839349.12,9735857791544.562,64570518506865.75,-25226876422296.375,256035718622615.56
-104154413223434.81,155653396151353.7,112293402355701.5,-259448207042925.25,-100177882777968.69,-29949348892666.938,53652203962282.625,-231512944052102.56,-255481028297132.62,186051089891936.75,-261716978238509.94
-21747001581394.0,121660800469497.19,-191989000860126.38,-245270914450923.75,65408197671526.94,59467248781621.625,172443261333363.44,-26214768304585.188,-156965182542395.62,-257768186148770.06,-279590454436032.8
-79247397274621.62,-131932149642263.38,134891387345412.12,138937036232808.88,184011560553852.75,-95468797653711.31,218540508980679.25,212689484128299.2,127333881328961.5,130507499850513.75,162245647181574.56
-32885449085062.625,88700691627442.5,-9803274646570.125,150756021184971.94,-95716491388992.81,202756152815587.44,64948395842772.125,-32268328969779.25,250880888938184.94,179064357405932.2,8255942650293.1875
-98994926959969.0,25694221558221.375,-2969769314520.4375,76427995095431.94,165971571355798.88,165437114825184.06,264291560456460.5,-33116948181444.625,3218533575961.875,114957664405823.75,-40360390523632.69
-196005996169512.7,-102705179823109.69,-157498268972676.2,-118700697928480.94,-16702498120244.938,77702411201212.56,-71240036293302.94,272237020662947.38,244799441532589.88,-82995274913803.69,-204360996928239.0
-22114524019238.0,-146756915520781.62,-36751545849816.94,-252419946074701.8,67911676951214.625,84001556488441.94,210669842198512.0,-99818007932844.56,-255405331633445.75,-120719020903417.0,277388669233081.5
246166951318299.88,-98688217918174.62,-275117213431703.62,-51329673843154.125,-196288121189278.38,-193197306404281.75,58193710014860.94,-221042135737830.44,50874739667152.375,184461576193496.7,113006496341037.25
205516172954594.88,201869137838472.3,-153060875694410.38,142318383897582.06,-117772785073898.62,-244872130618300.7,-235163822192287.7,107078355661267.0,-152466445988612.12,88946651686446.25,-207587263297052.75
-254523326283916.0,167101058582599.2,100564220256760.31,-25494639718306.375,109985477974431.25,-266114840799436.8,-164613163291665.2,-150881217906062.38,205705711425116.3,-151690854847561.44,-165219871721680.3
-52205651120525.06,-229316550719232.2,-119777647138705.06,-37077305159342.375,85054896939014.0,136547036657376.44,183266982732715.56,234147613350753.94,213237612424932.94,256749933215273.12,-74060072946072.62
-123064184776121.31,223545269368945.0,-273846624607549.75,-86624734033281.44,27386903986442.125,-273279185425725.62,-85776393739334.5,168890242314379.56,96802591017633.69,-176592015591550.62,138512311284229.06
-42406533159707.875,113985567632725.06,89097528631072.88,1650391594061.5625,17242832933247.75,123486996881714.25,118851556970048.56,120491186725129.38,246313889751086.75,-143414303427918.44,-15927648213032.812
-24119739987747.438,-198284701579310.38,-233670990765060.88,241896830756402.75,-115875666954581.75,-220477087230303.56,-172536291581277.3,119150659951600.69,131144579317543.94,247061785125528.7,-50492303569544.5
-104373580104400.31,212531642718431.62,92288651170912.19,-132781230838363.94,-171115055707550.94,-22537397040987.25,108341323426897.12,-207327004964003.5,-83365368501268.19,277739925881991.88,276913388534525.3
