-40164832995763.69,-44339251709220.81,49669340963235.53
-241281735784474.1,-240353899758427.5,-87948513222522.92
155938548656451.22,250504547567505.84,9767698064682.957
-15400739928402.207,-248015547716802.06,-13805962055094.398
142171826979206.5,214997857906894.34,-90884036910178.11
-247253941939556.22,94640325088761.86,208741224117411.94
100899337533878.9,-277231939086410.75,-186980908024441.2
-40850121417191.74,43314770316464.15,-85894758331728.8
185833285081156.72,60963795508993.19,146141367834403.47
-234481119540586.22,-35128252209965.58,209306160247738.47
-141261404485407.6,228249848798560.88,-12052046652466.348
1649044312467.1313,228486958818859.03,79783315862625.2
109314231936687.38,-98366146450896.69,-265121830540398.4
3500133812554.9673,154611273541710.4,-32031278371229.473
160319862016999.28,74174383150775.86,-51905397354195.35
74441253711186.83,58741145554910.984,209450397141425.12
152363868296412.0,-46485653691798.82,-181734884563422.0
-145422980895891.84,251869337523109.0,258635989631670.22
73559721144560.62,191599804704053.3,-214250263201361.22
109814757055707.36,122836335448181.4,38944670652058.38
-157697737166843.34,-213044998752344.28,-96765640477162.1
254889796270486.53,125645105626725.9,-183837962541527.1
182753729374321.66,-14595569553963.139,232536065151118.94
-183110226808718.34,122401322697015.11,-165405065273347.56
161403016692994.3,144679215283384.22,-174942063101978.22
-241048886482462.28,-211653024179653.97,-144815344323824.0
167751679925887.38,-263735202520800.8,-56213283329932.38
-265570727936102.94,-130139027962418.28,257470840184935.6
-111017461955535.89,56307120583845.52,90076413127908.62
-84092398398909.16,-175003190000837.75,91641937493264.8
237300598037869.2,175134207998941.12,-10633912061787.861
-150514813444066.47,106096852139552.52,-258592205058631.8
171190998137096.53,-167859576339677.4,250196355247162.84
52318830128087.94,110158287795038.55,209429669212674.62
112894950061015.92,189568871228673.78,-97420535807727.64
-246765446562394.78,-17954435548752.305,193360731242827.44
-181063255887618.78,187846105472901.0,-175518358964473.6
40467260492343.22,199562209329147.44,207570392279241.94
-201060770128001.3,111213332458673.27,87748023184465.4
-186307666786679.8,-196482441749080.12,-1726148550114.8083
-144680775607266.72,270823858303259.25,157835464791141.56
-276495915837936.06,45207469883445.62,-273610911250758.28
77387068009615.84,96169476890436.28,-162652574074834.44
212217491569555.53,-52710249109248.93,-17785097577252.793
19222390188298.098,76954397836359.02,-87555556908252.86
-117728266311301.95,84674345613078.0,216161301965179.44
-63019895880535.86,241579278886071.12,46928483155496.19
177429896706230.62,-45208596781151.31,118174478262013.14
-187687970457118.2,-280556162976349.12,117995220580817.14
189951436932103.4,37840464019421.31,-435468395613.99615
-201027870148081.03,-168957119585814.9,-6703875390110.682
249731446431060.7,-198683126094448.12,177838214837012.4
-180616704353796.5,-145230707422067.06,-1654616567788.7104
-8015030252532.004,-60368352387550.3,213151887836262.28
-8291595855565.3125,-141404283846836.7,140549357332384.73
50606220626443.27,-87299500805554.45,134295415632163.75
-274321074307038.97,27616142377644.445,143756202212298.44
145013900344358.56,78293792951190.12,-166759541881864.9
-161217363528569.03,184283887217307.9,-75625224597275.12
-163790993743251.97,213433905978820.22,-196919748873259.84
80886380484340.95,-49093571537554.38,51503071091310.59
-52562714925367.45,-166789834689858.4,130055246109876.58
142391293143438.3,-17848136963498.242,195238844086544.75
112922347828494.11,82007312990629.14,-194446766936130.25
-202109635597360.38,-140380266223960.9,-169605485101062.5
-220614537954083.6,47225351902064.44,191196966268432.2
98284167493908.1,-153995939195620.5,-157275882686047.75
280403856726993.22,-158992221216328.84,66195739343178.15
-4276620674445.5635,-117694284697549.6,106372261504948.36
103685596737221.94,324207695680.3902,-201751219062348.78
-217152098252903.6,-261077380829876.03,59121252184900.836
-68575573924092.19,-15014007495494.332,151805274431633.8
34346955692132.89,-254092111130915.22,268847771281285.28
57336805234657.12,210019387685907.9,-147895725880128.7
44653424111997.33,13195889396629.783,-134412185119082.11
276342098972596.03,277462195225399.94,40871306620512.53
276712793635781.2,219531656951078.25,250095978323087.53
93309124907025.53,104103038828255.81,146497118111334.28
-192328331826057.2,95709918286422.27,-211130935268146.78
48694675385914.836,109458384270260.17,220367875952750.47
171582201225457.38,-241277946010092.88,124645687679109.52
-20543380623965.34,135708630271526.02,-75695538314228.48
74661711652597.58,113329559266812.58,141895655497162.38
-34002987855672.12,-275625340515763.62,208698039596360.75
-201696936487114.84,-221062013331748.7,-35599846039970.414
-45703338420738.61,-35751514458262.23,160444880642111.75
-148445350497570.4,202786393799908.6,154011907882784.28
159566370501354.03,270699802285796.28,261250764338621.62
-110104140483157.7,-90146762882346.75,-215761890526288.62
3355744960590.942,-124627586155971.3,7827590471536.432
-200329240057596.25,-192127401701673.12,-96170363624876.1
31640473299325.16,242813100374291.25,127847779727245.06
-125156206580445.56,267279358614932.78,-54851423202057.25
31299404215588.93,130448134819542.25,23205037428332.117
-238786268317484.9,-116687897295171.62,173650002696983.16
215352933401183.03,-253283319042197.6,-103987792265882.31
105050433371300.44,206667384633651.8,-258497549405721.97
-160562475540411.56,103298884854898.4,69301392412783.3
-228313497289711.0,-241372996305678.25,22032705837522.016
-48436207210002.36,255833367200789.25,-127317146265472.47
